obsnme,obsval,weight,obgnme,extra,gage-1,headwater,tailwater,trgw-0-13-10,trgw-0-15-16,trgw-0-2-15,trgw-0-2-9,trgw-0-21-10,trgw-0-22-15,trgw-0-24-4,trgw-0-26-6,trgw-0-29-15,trgw-0-3-8,trgw-0-33-7,trgw-0-34-10,trgw-0-9-1
trgw-0-33-7:4322.5,33.6233067,0,trgw-0-33-7,,,,,,,,,,,,,,,4322.5,,
trgw-0-33-7:4352.5,33.51954482,0,trgw-0-33-7,,,,,,,,,,,,,,,4352.5,,
trgw-0-33-7:4383.5,33.5512038,0,trgw-0-33-7,,,,,,,,,,,,,,,4383.5,,
trgw-0-34-10:3652.5,34.34188897,0,trgw-0-34-10,,,,,,,,,,,,,,,,3652.5,
trgw-0-34-10:3683.5,34.28508031,0,trgw-0-34-10,,,,,,,,,,,,,,,,3683.5,
trgw-0-34-10:3712.5,34.32837973,0,trgw-0-34-10,,,,,,,,,,,,,,,,3712.5,
trgw-0-34-10:3743.5,34.41608752,0,trgw-0-34-10,,,,,,,,,,,,,,,,3743.5,
trgw-0-34-10:3773.5,34.49048643,0,trgw-0-34-10,,,,,,,,,,,,,,,,3773.5,
trgw-0-34-10:3804.5,34.51381573,0,trgw-0-34-10,,,,,,,,,,,,,,,,3804.5,
trgw-0-34-10:3834.5,34.46281557,0,trgw-0-34-10,,,,,,,,,,,,,,,,3834.5,
trgw-0-34-10:3865.5,34.33601108,0,trgw-0-34-10,,,,,,,,,,,,,,,,3865.5,
trgw-0-34-10:3896.5,34.16186497,0,trgw-0-34-10,,,,,,,,,,,,,,,,3896.5,
trgw-0-34-10:3926.5,33.98337661,0,trgw-0-34-10,,,,,,,,,,,,,,,,3926.5,
trgw-0-34-10:3957.5,33.8328109,0,trgw-0-34-10,,,,,,,,,,,,,,,,3957.5,
trgw-0-34-10:3987.5,33.74098934,0,trgw-0-34-10,,,,,,,,,,,,,,,,3987.5,
trgw-0-34-10:4018.5,33.72358757,0,trgw-0-34-10,,,,,,,,,,,,,,,,4018.5,
trgw-0-34-10:4049.5,33.78021444,0,trgw-0-34-10,,,,,,,,,,,,,,,,4049.5,
trgw-0-34-10:4077.5,33.88249198,0,trgw-0-34-10,,,,,,,,,,,,,,,,4077.5,
trgw-0-34-10:4108.5,34.01310714,0,trgw-0-34-10,,,,,,,,,,,,,,,,4108.5,
trgw-0-34-10:4138.5,34.11503851,0,trgw-0-34-10,,,,,,,,,,,,,,,,4138.5,
trgw-0-34-10:4169.5,34.1584202,0,trgw-0-34-10,,,,,,,,,,,,,,,,4169.5,
trgw-0-34-10:4199.5,34.12207903,0,trgw-0-34-10,,,,,,,,,,,,,,,,4199.5,
trgw-0-34-10:4230.5,34.00695929,0,trgw-0-34-10,,,,,,,,,,,,,,,,4230.5,
trgw-0-34-10:4261.5,33.84117754,0,trgw-0-34-10,,,,,,,,,,,,,,,,4261.5,
trgw-0-34-10:4291.5,33.66930565,0,trgw-0-34-10,,,,,,,,,,,,,,,,4291.5,
trgw-0-34-10:4322.5,33.52474796,0,trgw-0-34-10,,,,,,,,,,,,,,,,4322.5,
trgw-0-34-10:4352.5,33.4507577,0,trgw-0-34-10,,,,,,,,,,,,,,,,4352.5,
trgw-0-34-10:4383.5,33.49644967,0,trgw-0-34-10,,,,,,,,,,,,,,,,4383.5,
trgw-0-9-1:3652.5,36.71894541,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3652.5
trgw-0-9-1:3683.5,36.73207987,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3683.5
trgw-0-9-1:3712.5,36.83330419,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3712.5
trgw-0-9-1:3743.5,36.99741756,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3743.5
trgw-0-9-1:3773.5,37.15708293,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3773.5
trgw-0-9-1:3804.5,37.26451164,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3804.5
trgw-0-9-1:3834.5,37.27072328,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3834.5
trgw-0-9-1:3865.5,37.15812177,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3865.5
trgw-0-9-1:3896.5,36.94433953,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3896.5
trgw-0-9-1:3926.5,36.68193026,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3926.5
trgw-0-9-1:3957.5,36.41329011,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3957.5
trgw-0-9-1:3987.5,36.20670878,0,trgw-0-9-1,,,,,,,,,,,,,,,,,3987.5
trgw-0-9-1:4018.5,36.09142471,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4018.5
trgw-0-9-1:4049.5,36.08715784,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4049.5
trgw-0-9-1:4077.5,36.17314614,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4077.5
trgw-0-9-1:4108.5,36.33173758,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4108.5
trgw-0-9-1:4138.5,36.49043555,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4138.5
trgw-0-9-1:4169.5,36.60058046,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4169.5
trgw-0-9-1:4199.5,36.61201874,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4199.5
trgw-0-9-1:4230.5,36.50689295,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4230.5
trgw-0-9-1:4261.5,36.30209338,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4261.5
trgw-0-9-1:4291.5,36.049412,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4291.5
trgw-0-9-1:4322.5,35.79146946,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4322.5
trgw-0-9-1:4352.5,35.60239733,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4352.5
trgw-0-9-1:4383.5,35.55984105,0,trgw-0-9-1,,,,,,,,,,,,,,,,,4383.5
